contact_id,age,education,marital_status,income,kids,dt_customer,country,lifecycle_stage
10146,53,PhD,Together,38887.00,1,2014-03-02,Australia,Lead
4741,51,2n Cycle,Married,65463.00,1,2014-01-30,Spain,Lead
1880,66,PhD,Together,53537.00,2,2014-01-30,India,Lead
6471,54,Master,Single,36230.00,1,2013-10-17,Spain,Lead
5718,75,Graduation,Married,80763.00,0,2013-08-15,Saudi Arabia,Customer
3478,54,PhD,Married,60585.00,2,2013-06-24,Canada,Lead
7848,51,Graduation,Single,49166.00,1,2013-06-13,India,Lead
7999,70,PhD,Together,75261.00,0,2013-04-23,Spain,Customer
11101,34,Graduation,Together,89891.00,0,2013-04-15,Australia,Lead
9212,63,Master,Married,72828.00,1,2013-02-14,Spain,Customer
10983,73,Graduation,Together,75278.00,0,2013-01-29,Saudi Arabia,Lead
3629,47,Graduation,Single,38557.00,1,2012-12-19,Canada,Lead
4673,62,PhD,Married,81300.00,1,2012-10-30,Spain,Customer
796,60,2n Cycle,Divorced,60161.00,1,2012-10-23,Canada,Customer
618,48,PhD,Married,69389.00,1,2012-09-28,Australia,Lead
380,71,Graduation,Divorced,64497.00,1,2012-09-10,Saudi Arabia,Customer
1092,45,Graduation,Married,61014.00,1,2012-08-11,India,Customer
8962,50,Master,Married,44319.00,2,2014-04-17,Saudi Arabia,Lead
8207,68,2n Cycle,Married,53233.00,1,2014-03-18,Canada,Lead
6521,71,Graduation,Together,77972.00,0,2014-03-18,Saudi Arabia,Customer
535,38,Graduation,Divorced,81361.00,0,2014-02-25,Germany,Lead
4608,38,Graduation,Divorced,81361.00,0,2014-02-25,Saudi Arabia,Lead
11086,41,Basic,Single,25707.00,1,2014-01-18,Spain,Lead
1064,54,PhD,Married,42403.00,1,2013-12-11,Spain,Lead
7000,53,2n Cycle,Single,65704.00,0,2013-10-13,Germany,Lead
1581,45,Graduation,Married,37406.00,1,2013-10-10,Spain,Lead
7384,74,Master,Together,39767.00,0,2013-07-21,Spain,Lead
10552,46,2n Cycle,Married,54210.00,1,2013-05-20,Spain,Lead
6409,58,Graduation,Divorced,57136.00,0,2013-05-18,Saudi Arabia,Customer
9507,50,Graduation,Married,40794.00,1,2013-04-07,Spain,Lead
9560,60,Graduation,Together,83003.00,0,2013-03-03,Spain,Customer
10991,65,Master,Married,89058.00,0,2012-12-07,Canada,Lead
4712,34,2n Cycle,Together,20193.00,0,2012-11-28,Spain,Lead
11056,51,Graduation,Married,72099.00,0,2012-10-27,Spain,Customer
7414,54,Graduation,Married,43824.00,2,2012-09-15,Spain,Lead
3076,50,Graduation,Together,66653.00,2,2012-09-07,Australia,Lead
6355,47,Graduation,Married,44359.00,2,2014-06-17,Spain,Lead
7959,64,Graduation,Married,79410.00,0,2014-05-29,Spain,Customer
5512,48,Master,Married,55842.00,1,2014-05-23,Spain,Lead
10102,59,Graduation,Widow,79946.00,0,2014-05-12,Saudi Arabia,Customer
9369,46,2n Cycle,Single,88194.00,1,2014-03-19,Germany,Customer
3711,81,Master,Married,80184.00,0,2014-03-01,Spain,Customer
6931,58,Graduation,Divorced,76982.00,0,2014-02-15,Spain,Customer
9596,45,PhD,Single,65295.00,0,2013-12-23,USA,Lead
2727,52,Graduation,Together,57100.00,0,2013-12-04,Saudi Arabia,Lead
8416,44,Graduation,Married,29009.00,1,2013-11-29,USA,Lead
3967,54,PhD,Married,78931.00,0,2013-10-25,Canada,Lead
2139,50,Master,Married,7500.00,1,2013-10-02,Australia,Lead
2162,49,Graduation,Married,56939.00,1,2013-09-18,Spain,Lead
9242,35,Graduation,Single,64509.00,0,2013-08-17,Saudi Arabia,Customer
10595,35,Graduation,Married,30093.00,0,2013-07-08,Spain,Lead
4855,51,PhD,Together,30351.00,1,2013-06-06,USA,Lead
5049,51,PhD,Together,30351.00,1,2013-06-06,Spain,Lead
4967,65,PhD,Together,38201.00,1,2013-03-29,Saudi Arabia,Lead
5255,39,Graduation,Single,,1,2013-02-20,Australia,Lead
9215,45,PhD,Married,43974.00,1,2012-12-12,Canada,Lead
3525,55,Graduation,Together,38200.00,2,2012-12-07,Spain,Lead
3619,65,2n Cycle,Divorced,87305.00,0,2012-09-23,Australia,Customer
4415,64,Graduation,Married,16860.00,2,2012-09-12,Spain,Lead
3645,53,PhD,Single,27213.00,1,2012-08-30,Spain,Lead
4692,49,Graduation,Married,7500.00,1,2012-08-01,Australia,Lead
3955,60,Graduation,Divorced,4861.00,0,2014-06-22,Saudi Arabia,Lead
5313,54,Master,Married,38196.00,2,2014-04-18,Spain,Lead
7196,75,PhD,Married,41145.00,2,2014-02-08,Canada,Lead
1381,43,PhD,Single,38513.00,1,2014-01-28,Spain,Lead
10951,57,Graduation,Married,45688.00,1,2014-01-25,Spain,Lead
4322,67,PhD,Together,77863.00,0,2013-11-27,Spain,Customer
7444,56,Master,Married,42169.00,2,2013-10-19,Spain,Lead
2942,61,Graduation,Single,45906.00,1,2013-05-07,Spain,Lead
2874,37,2n Cycle,Divorced,35388.00,1,2013-03-07,Saudi Arabia,Lead
3667,56,Graduation,Married,80952.00,0,2013-02-28,Germany,Customer
3697,71,Graduation,Together,39898.00,1,2013-02-12,Canada,Lead
9955,71,Graduation,Together,39898.00,1,2013-02-12,Spain,Lead
5320,52,Master,Divorced,44051.00,2,2013-01-29,Saudi Arabia,Lead
6422,71,Graduation,Married,86718.00,0,2013-01-17,India,Customer
3690,39,Master,Married,80141.00,0,2013-01-11,Spain,Customer
2408,49,Graduation,Married,58597.00,2,2012-11-20,India,Lead
9260,80,PhD,Married,70356.00,0,2012-11-05,Canada,Customer
9648,58,Graduation,Single,46904.00,2,2012-11-03,Spain,Lead
4939,79,Graduation,Together,37760.00,0,2012-08-31,USA,Lead
8652,79,Graduation,Together,37760.00,0,2012-08-31,Saudi Arabia,Lead
4702,61,Graduation,Single,61839.00,0,2012-08-12,Spain,Customer
2587,53,PhD,Married,29791.00,1,2014-05-15,Australia,Lead
2811,62,PhD,Single,48918.00,2,2014-04-12,Spain,Lead
9150,62,PhD,Single,48918.00,2,2014-04-12,Spain,Lead
10127,60,Graduation,Married,58692.00,1,2014-04-06,Canada,Lead
5493,49,Graduation,Married,39356.00,2,2014-03-19,Spain,Lead
2666,53,Master,Married,76234.00,1,2014-02-06,Canada,Lead
10099,41,Graduation,Married,55434.00,1,2013-10-05,Saudi Arabia,Lead
10562,79,Master,Married,66835.00,0,2013-09-28,India,Customer
7881,79,Master,Married,66835.00,0,2013-09-28,Spain,Customer
6721,74,Graduation,Married,71965.00,1,2013-07-29,Canada,Customer
5204,54,Graduation,Together,74538.00,0,2013-06-29,Spain,Customer
5209,71,Graduation,Divorced,50002.00,1,2013-06-17,Saudi Arabia,Lead
10128,67,Graduation,Together,53977.00,1,2013-06-08,Canada,Lead
9284,67,Graduation,Together,53977.00,1,2013-06-08,Spain,Lead
8643,54,Graduation,Together,69930.00,0,2013-05-26,India,Customer
1685,58,PhD,Together,62981.00,0,2013-03-17,Canada,Customer
2877,51,Master,Together,46014.00,2,2013-01-21,Saudi Arabia,Lead
8369,38,Graduation,Together,18227.00,1,2012-11-08,Spain,Lead
6233,49,Graduation,Married,65991.00,1,2012-09-07,Spain,Lead
195,53,Graduation,Single,38808.00,1,2012-08-26,Spain,Lead
1501,43,PhD,Married,160803.00,0,2012-08-04,USA,Customer
10846,47,Master,Married,43783.00,1,2014-05-29,Canada,Lead
8341,56,PhD,Married,30396.00,1,2014-04-30,Spain,Lead
10766,61,PhD,Married,65526.00,1,2014-04-11,Spain,Lead
9971,61,PhD,Married,65526.00,1,2014-04-11,Saudi Arabia,Lead
1740,81,Graduation,Married,55956.00,0,2014-04-07,Spain,Lead
8737,47,Graduation,Divorced,55563.00,1,2014-04-05,Spain,Lead
6466,60,PhD,Married,57236.00,2,2014-03-12,Spain,Lead
10430,52,Graduation,Divorced,89694.00,2,2013-10-09,Australia,Customer
8773,54,Master,Together,57420.00,1,2013-06-25,USA,Lead
2371,53,Graduation,Married,33622.00,2,2013-04-13,Germany,Lead
7786,39,PhD,Single,29999.00,1,2013-02-13,Spain,Lead
4088,63,PhD,Together,31497.00,1,2012-12-06,Spain,Lead
4971,63,PhD,Together,31497.00,1,2012-12-06,Saudi Arabia,Lead
10560,45,PhD,Single,36802.00,1,2014-06-16,Spain,Lead
6892,57,Graduation,Divorced,61671.00,1,2014-06-03,Spain,Lead
11004,132,2n Cycle,Single,60182.00,1,2014-05-17,Saudi Arabia,Lead
1818,54,PhD,Together,29732.00,1,2014-03-25,Canada,Lead
9485,39,PhD,Married,45921.00,0,2014-03-10,Saudi Arabia,Lead
6646,41,Graduation,Together,16529.00,1,2014-03-01,Canada,Lead
4248,65,Master,Single,98777.00,0,2014-02-17,Spain,Customer
7451,65,Master,Single,98777.00,0,2014-02-17,Spain,Customer
7861,73,Master,Married,77027.00,1,2014-02-05,Spain,Customer
5232,60,Graduation,Married,69139.00,1,2014-01-27,Spain,Lead
3011,60,Graduation,Married,69139.00,1,2014-01-27,Saudi Arabia,Lead
5758,43,Graduation,Married,65169.00,0,2014-01-14,Spain,Customer
2173,73,Graduation,Widow,40049.00,1,2013-10-16,Spain,Lead
10711,80,Graduation,Married,69755.00,0,2013-10-02,Saudi Arabia,Lead
8268,64,PhD,Married,,1,2013-07-11,Canada,Lead
2782,64,PhD,Married,54456.00,1,2013-07-11,Spain,Lead
9432,48,Graduation,Together,666666.00,1,2013-06-02,Saudi Arabia,Lead
5872,74,Graduation,Single,60689.00,1,2013-06-01,USA,Lead
11187,47,Basic,Single,26487.00,1,2013-05-20,Canada,Lead
2428,55,Graduation,Married,28164.00,1,2013-05-04,Germany,Lead
1726,55,Graduation,Single,22585.00,0,2013-03-18,Spain,Lead
1802,54,Graduation,Married,64795.00,1,2013-01-17,Spain,Lead
1162,38,PhD,Single,42000.00,0,2013-01-10,Spain,Lead
10643,38,PhD,Single,42000.00,0,2013-01-10,Australia,Lead
11112,59,Graduation,Together,70713.00,1,2012-12-03,Spain,Customer
2114,79,PhD,Single,82800.00,0,2012-11-24,USA,Customer
4261,79,PhD,Single,82800.00,0,2012-11-24,Saudi Arabia,Customer
2457,50,Basic,Married,30801.00,1,2012-10-26,Spain,Lead
2495,51,Master,Married,83891.00,1,2014-06-20,Spain,Lead
6983,75,Master,Divorced,38054.00,2,2014-05-01,India,Lead
3436,56,Graduation,Married,14045.00,1,2014-01-26,Spain,Lead
7505,68,PhD,Married,44155.00,2,2014-01-19,Spain,Lead
4286,55,PhD,Single,57642.00,1,2014-01-09,India,Lead
7224,48,Graduation,Married,31353.00,2,2013-12-29,India,Lead
6215,48,Graduation,Married,31353.00,2,2013-12-29,Saudi Arabia,Lead
968,57,Master,Divorced,41335.00,1,2013-12-26,Australia,Lead
4096,57,Master,Divorced,41335.00,1,2013-12-26,USA,Lead
3153,68,PhD,Single,40737.00,3,2013-12-08,Saudi Arabia,Lead
6504,50,2n Cycle,Together,19789.00,1,2013-11-20,Spain,Lead
5329,76,PhD,Divorced,35946.00,2,2013-09-27,Australia,Lead
1175,42,Master,Married,36262.00,0,2013-09-20,Spain,Lead
1377,71,Master,Widow,44551.00,1,2013-08-31,Saudi Arabia,Lead
4607,66,Graduation,Together,71367.00,0,2013-08-23,Spain,Lead
4944,66,Graduation,Together,71367.00,0,2013-08-23,Spain,Lead
9483,66,Graduation,Together,57957.00,1,2013-08-19,Canada,Lead
1378,53,2n Cycle,Together,50334.00,1,2013-07-24,Saudi Arabia,Lead
5991,76,Master,Married,48150.00,1,2013-06-08,Germany,Lead
2807,56,Graduation,Married,56796.00,1,2013-02-16,Spain,Customer
1052,56,Graduation,Married,56796.00,1,2013-02-16,Australia,Customer
9760,62,PhD,Widow,52278.00,1,2013-01-25,Saudi Arabia,Customer
7101,62,PhD,Widow,52278.00,1,2013-01-25,Spain,Customer
9909,29,2n Cycle,Married,7500.00,0,2012-11-09,Australia,Lead
5907,73,Master,Married,33444.00,2,2012-11-03,Spain,Lead
793,52,Graduation,Married,20895.00,1,2012-10-06,Australia,Lead
8832,49,Master,Together,37509.00,1,2012-09-12,Germany,Lead
2535,47,Master,Married,88097.00,1,2012-08-18,Spain,Lead
1523,52,Graduation,Married,59041.00,2,2014-05-07,Saudi Arabia,Lead
1839,51,Graduation,Single,43322.00,0,2014-04-21,India,Lead
9972,70,PhD,Together,46015.00,2,2014-04-13,Saudi Arabia,Lead
2945,70,PhD,Together,46015.00,2,2014-04-13,Canada,Lead
9291,66,Master,Married,34242.00,1,2014-03-23,Spain,Lead
2829,70,Graduation,Married,65210.00,1,2014-03-10,Canada,Lead
8594,67,PhD,Widow,50520.00,1,2014-01-28,Spain,Lead
1592,55,Graduation,Married,90765.00,0,2014-01-24,Canada,Customer
4310,81,Graduation,Married,80589.00,0,2014-01-22,Australia,Customer
6950,67,Master,Married,49572.00,2,2013-12-15,Canada,Lead
8492,47,Graduation,Together,75437.00,0,2013-11-09,Spain,Customer
5684,54,Master,Divorced,44635.00,2,2013-10-11,Spain,Lead
5909,61,Graduation,Married,58512.00,1,2013-09-19,Germany,Customer
9855,73,PhD,Single,62000.00,1,2013-08-25,Spain,Customer
975,69,Graduation,Single,54252.00,2,2013-05-28,Australia,Lead
8754,51,PhD,Together,45068.00,1,2013-05-16,Spain,Lead
1456,46,Graduation,Single,60474.00,1,2013-04-01,India,Customer
2849,46,Graduation,Single,60474.00,1,2013-04-01,Canada,Customer
9984,44,2n Cycle,Married,56337.00,2,2013-03-27,Spain,Lead
5527,38,Graduation,Together,22434.00,1,2013-02-13,Spain,Lead
5628,43,Graduation,Together,61416.00,0,2013-02-08,USA,Customer
7627,50,Master,Married,92163.00,0,2012-12-12,Spain,Customer
1351,69,Master,Together,58656.00,1,2012-09-20,Spain,Customer
10629,52,2n Cycle,Married,,1,2012-09-14,Germany,Lead
10395,39,Basic,Single,8940.00,1,2012-08-22,Spain,Lead
6961,51,Graduation,Married,26751.00,2,2014-05-22,Spain,Lead
10196,47,Graduation,Married,71427.00,2,2014-03-12,USA,Lead
6182,41,Graduation,Together,26646.00,1,2014-02-10,USA,Lead
10432,51,Graduation,Divorced,19346.00,1,2014-01-30,Canada,Lead
1542,50,Graduation,Single,56243.00,3,2013-12-30,USA,Lead
4220,55,PhD,Married,59892.00,1,2013-11-02,Canada,Lead
4141,60,Graduation,Together,71613.00,0,2013-08-21,USA,Lead
1940,39,Graduation,Married,25252.00,1,2013-07-12,Australia,Lead
1506,50,Graduation,Single,42160.00,2,2013-06-28,Spain,Lead
6347,46,Basic,Single,15862.00,1,2013-06-27,Spain,Lead
1361,51,Master,Married,82584.00,0,2013-06-04,Spain,Customer
9422,36,Graduation,Married,38360.00,1,2013-05-31,Australia,Lead
1081,68,PhD,Married,75283.00,3,2013-03-27,Saudi Arabia,Customer
7458,69,Master,Together,34941.00,2,2013-03-06,Australia,Lead
1012,73,Graduation,Single,61823.00,1,2013-02-18,Australia,Lead
5453,69,Master,Married,90226.00,0,2012-09-26,Saudi Arabia,Customer
6818,51,Graduation,Married,44989.00,1,2012-09-12,Spain,Lead
7807,51,Graduation,Married,44989.00,1,2012-09-12,Spain,Lead
7532,45,Graduation,Married,43586.00,1,2012-08-30,Germany,Lead
8346,51,Graduation,Single,32233.00,1,2012-08-19,Spain,Lead
5564,56,Graduation,Together,62882.00,1,2012-08-09,Australia,Customer
3267,62,Master,Together,57288.00,1,2014-06-25,Canada,Lead
3091,44,2n Cycle,Together,75774.00,1,2014-05-02,Saudi Arabia,Lead
762,44,2n Cycle,Together,75774.00,1,2014-05-02,Spain,Lead
8029,37,Master,Single,90247.00,0,2014-04-29,USA,Customer
4376,65,2n Cycle,Single,32218.00,0,2014-02-15,Spain,Lead
10981,37,Graduation,Married,84219.00,0,2014-02-02,Saudi Arabia,Customer
486,37,Graduation,Married,84219.00,0,2014-02-02,Canada,Customer
1158,59,Graduation,Divorced,48877.00,1,2014-01-05,Spain,Lead
9119,75,Graduation,Together,60905.00,1,2013-12-05,USA,Lead
6694,61,Graduation,Married,75236.00,1,2013-11-25,Spain,Customer
10573,72,Graduation,Divorced,62551.00,0,2013-11-18,India,Lead
10140,42,PhD,Together,70123.00,0,2013-09-28,India,Customer
2286,63,Graduation,Single,50785.00,2,2013-09-10,Canada,Lead
8420,55,2n Cycle,Married,15315.00,0,2013-08-03,Spain,Lead
10065,55,2n Cycle,Married,15315.00,0,2013-08-03,Spain,Lead
1029,55,PhD,Together,64413.00,1,2013-08-01,Spain,Lead
4207,44,PhD,Married,87171.00,0,2013-05-01,Spain,Customer
10277,64,Graduation,Single,30081.00,1,2013-02-21,Spain,Lead
4436,49,Graduation,Single,20180.00,0,2013-02-20,Spain,Lead
2929,49,Graduation,Single,20180.00,0,2013-02-20,Spain,Lead
6281,59,Graduation,Divorced,55686.00,1,2013-02-14,Spain,Lead
10390,66,2n Cycle,Married,26887.00,1,2013-02-10,Spain,Lead
2574,48,PhD,Married,61996.00,1,2013-01-31,Spain,Customer
709,73,Graduation,Divorced,51537.00,1,2012-12-09,Saudi Arabia,Customer
5955,63,Graduation,Together,72025.00,0,2012-11-17,Spain,Customer
8486,54,Master,Together,30538.00,1,2012-10-01,Spain,Lead
10343,34,2n Cycle,Single,61618.00,0,2012-09-29,India,Customer
6652,60,Graduation,Married,77343.00,0,2014-06-09,Canada,Customer
8746,36,Graduation,Married,75433.00,1,2014-04-05,Spain,Customer
4686,63,PhD,Widow,82571.00,0,2014-04-02,Spain,Customer
3551,71,Master,Together,60033.00,1,2014-03-29,Spain,Lead
4338,42,Graduation,Single,39062.00,1,2014-03-25,Spain,Lead
4444,53,Graduation,Married,30023.00,1,2014-03-24,Spain,Lead
498,55,Graduation,Single,30015.00,1,2014-02-02,Spain,Lead
8230,45,Graduation,Married,33228.00,1,2014-01-23,Spain,Lead
2826,58,Graduation,Married,22574.00,3,2013-10-28,Spain,Lead
6222,58,Graduation,Married,22574.00,3,2013-10-28,Spain,Lead
7352,68,Graduation,Married,55267.00,1,2013-10-21,Canada,Lead
10928,67,Graduation,Together,66886.00,1,2013-09-16,Spain,Lead
10736,54,Graduation,Single,72258.00,1,2013-09-12,Canada,Customer
10163,41,PhD,Single,82733.00,0,2013-09-10,Spain,Customer
6168,62,Graduation,Divorced,45146.00,2,2013-07-15,India,Lead
4656,35,2n Cycle,Single,51250.00,1,2013-03-30,Saudi Arabia,Lead
626,74,Graduation,Married,32871.00,2,2013-03-09,USA,Lead
3870,47,2n Cycle,Together,63855.00,0,2013-02-09,Germany,Customer
6299,57,PhD,Divorced,42564.00,1,2013-01-02,Canada,Lead
7798,53,2n Cycle,Together,46344.00,1,2012-12-14,Canada,Lead
9973,62,Graduation,Married,50437.00,2,2012-10-17,Spain,Lead
4299,65,Graduation,Together,70971.00,1,2012-09-21,Spain,Customer
10971,48,Graduation,Single,37774.00,2,2012-09-03,Spain,Lead
9931,62,PhD,Married,4023.00,2,2014-06-23,Spain,Lead
6679,59,Graduation,Single,33279.00,0,2014-06-12,Spain,Lead
5961,47,Graduation,Married,42693.00,1,2014-06-07,Spain,Lead
6255,73,Master,Together,70545.00,1,2014-06-03,Australia,Lead
8614,68,Graduation,Widow,65486.00,1,2014-05-12,Australia,Lead
7828,44,Master,Together,77882.00,0,2014-04-30,Saudi Arabia,Lead
1277,65,Graduation,Together,78468.00,0,2014-04-09,USA,Customer
3595,62,Graduation,Together,77226.00,1,2014-02-28,Spain,Customer
5735,34,Master,Single,90638.00,0,2014-02-13,Spain,Customer
5350,34,Master,Single,90638.00,0,2014-02-13,Saudi Arabia,Customer
4137,77,Graduation,Together,70666.00,0,2013-12-06,Australia,Customer
6357,66,2n Cycle,Divorced,59052.00,1,2013-11-17,Saudi Arabia,Lead
9316,73,Basic,Together,13084.00,0,2013-11-02,USA,Lead
3578,76,Graduation,Divorced,49160.00,1,2013-10-20,Spain,Lead
153,72,Graduation,Divorced,23272.00,0,2013-10-17,Spain,Lead
10524,62,Master,Divorced,49476.00,1,2013-06-20,Canada,Lead
1518,60,Master,Married,62694.00,2,2013-06-17,Spain,Lead
2036,52,PhD,Together,57906.00,1,2013-06-11,India,Lead
9495,43,Graduation,Together,71853.00,0,2013-05-08,Spain,Customer
2631,43,Graduation,Together,71853.00,0,2013-05-08,Spain,Customer
6312,66,Graduation,Married,65031.00,1,2013-03-17,Germany,Lead
615,65,Graduation,Together,30507.00,0,2013-03-11,Spain,Lead
4406,55,Graduation,Together,67419.00,1,2013-01-16,Canada,Customer
10061,75,Graduation,Married,59462.00,1,2013-01-05,USA,Customer
10619,31,Graduation,Single,95529.00,0,2012-12-03,Saudi Arabia,Customer
4945,72,Graduation,Widow,53653.00,0,2012-11-07,Spain,Customer
1777,45,Basic,Married,25965.00,0,2012-09-07,Spain,Lead
4023,55,Graduation,Married,22979.00,1,2012-09-06,Spain,Lead
7922,74,PhD,Single,64950.00,1,2012-08-12,Saudi Arabia,Lead
10699,40,Graduation,Married,44322.00,1,2014-06-16,Saudi Arabia,Lead
7516,42,Graduation,Married,30096.00,1,2014-05-22,Germany,Lead
3129,42,Graduation,Married,30096.00,1,2014-05-22,Spain,Lead
5121,48,Graduation,Single,56628.00,1,2014-03-21,Canada,Lead
2186,48,2n Cycle,Together,82326.00,0,2014-03-10,Spain,Customer
10548,30,Graduation,Single,71163.00,0,2014-03-09,Germany,Lead
6384,47,Graduation,Divorced,71022.00,1,2014-02-11,USA,Customer
2625,71,2n Cycle,Single,42607.00,1,2013-11-17,Saudi Arabia,Lead
1676,50,Graduation,Married,43057.00,1,2013-10-30,Spain,Lead
5534,50,Master,Married,47808.00,1,2013-10-20,Spain,Lead
6859,38,Graduation,Single,29236.00,1,2013-10-08,Spain,Lead
271,56,Graduation,Widow,40590.00,2,2013-10-02,Canada,Lead
7699,56,Graduation,Widow,40590.00,2,2013-10-02,Canada,Lead
7832,66,Master,Married,77520.00,1,2013-08-28,Spain,Customer
938,44,Graduation,Married,40211.00,2,2013-07-30,Spain,Lead
7873,52,PhD,Together,63516.00,2,2013-07-06,Canada,Lead
9967,51,Graduation,Divorced,53034.00,2,2013-05-30,USA,Lead
1087,50,Master,Together,22669.00,1,2013-05-22,Spain,Lead
8314,43,Graduation,Married,79908.00,0,2013-04-05,Spain,Customer
3762,39,PhD,Single,69867.00,0,2013-04-02,Saudi Arabia,Lead
10383,59,Graduation,Divorced,70287.00,0,2013-04-02,Australia,Customer
6798,59,Graduation,Single,37070.00,2,2013-03-20,Saudi Arabia,Lead
4168,59,Graduation,Single,37070.00,2,2013-03-20,Spain,Lead
6690,59,Master,Married,38179.00,2,2013-03-14,Saudi Arabia,Lead
10602,42,Graduation,Married,39922.00,1,2013-02-14,India,Lead
3220,42,Graduation,Married,39922.00,1,2013-02-14,Germany,Lead
5424,42,Graduation,Married,39922.00,1,2013-02-14,Saudi Arabia,Lead
7488,62,Master,Single,64191.00,1,2013-01-22,Spain,Lead
5289,50,2n Cycle,Single,41658.00,2,2012-11-09,Australia,Lead
347,49,Graduation,Divorced,40780.00,1,2012-09-08,Canada,Lead
5236,46,Graduation,Together,77568.00,1,2012-08-25,Spain,Customer
9478,40,Graduation,Single,66503.00,1,2012-08-14,Spain,Lead
477,39,Graduation,Married,83512.00,0,2014-06-17,Spain,Customer
7411,61,PhD,Married,31686.00,2,2014-06-05,Saudi Arabia,Lead
3107,49,Graduation,Together,71322.00,1,2014-05-02,Australia,Lead
7437,37,Graduation,Single,27938.00,1,2014-04-28,Australia,Lead
255,74,Graduation,Divorced,22263.00,2,2014-03-30,Spain,Lead
3790,69,Graduation,Together,34633.00,3,2014-01-23,Saudi Arabia,Lead
749,44,Graduation,Together,42162.00,1,2013-11-19,Spain,Lead
1503,49,PhD,Together,162397.00,2,2013-06-03,Spain,Lead
8650,47,Graduation,Widow,54162.00,2,2013-03-18,Spain,Lead
607,70,2n Cycle,Divorced,41769.00,1,2013-02-13,India,Lead
1008,44,PhD,Together,44953.00,0,2012-12-21,Germany,Customer
9396,47,PhD,Married,37717.00,1,2012-11-23,Saudi Arabia,Lead
933,47,PhD,Married,37717.00,1,2012-11-23,Spain,Lead
5710,55,Graduation,Together,40548.00,1,2012-10-10,Australia,Lead
2882,50,2n Cycle,Divorced,67893.00,1,2012-10-01,Saudi Arabia,Lead
2379,72,Graduation,Single,69267.00,0,2012-09-22,Saudi Arabia,Customer
5342,49,Basic,Divorced,9548.00,1,2012-08-08,Canada,Lead
3262,67,Graduation,Single,68281.00,0,2012-08-07,Spain,Customer
5832,65,2n Cycle,Together,92556.00,0,2014-04-20,Spain,Customer
5025,46,Graduation,Single,48526.00,1,2013-12-24,Spain,Lead
569,34,Graduation,Single,90273.00,0,2013-12-14,Spain,Customer
3102,44,2n Cycle,Together,19414.00,1,2013-10-16,Canada,Lead
9449,67,PhD,Single,79761.00,1,2013-10-04,Saudi Arabia,Lead
8104,74,PhD,Married,53312.00,0,2013-08-09,Spain,Lead
75,43,2n Cycle,Together,41039.00,0,2013-07-25,USA,Lead
6421,64,Graduation,Together,88347.00,0,2013-07-03,Spain,Customer
3037,42,PhD,Married,50150.00,0,2013-06-20,Canada,Lead
4698,42,PhD,Married,50150.00,0,2013-06-20,Spain,Lead
948,54,Graduation,Single,10245.00,1,2013-05-15,Spain,Lead
6177,40,PhD,Married,33454.00,1,2013-05-08,USA,Lead
3517,73,Graduation,Single,40887.00,2,2013-05-06,Spain,Lead
3491,50,Graduation,Together,55914.00,1,2013-04-29,USA,Customer
7610,42,Graduation,Together,37292.00,1,2013-04-18,Spain,Lead
4377,54,Graduation,Married,52914.00,1,2013-01-07,Canada,Lead
9850,53,2n Cycle,Married,24884.00,1,2012-11-29,Spain,Lead
5544,55,Graduation,Single,67384.00,1,2012-11-10,Spain,Customer
6497,65,Graduation,Married,51651.00,1,2012-11-07,Australia,Lead
4543,45,Graduation,Married,82497.00,0,2012-10-31,Saudi Arabia,Customer
5117,62,2n Cycle,Married,32632.00,0,2012-08-02,Spain,Lead
1448,62,Master,Married,33562.00,3,2014-06-25,India,Lead
6887,58,Graduation,Single,79146.00,2,2014-04-24,Germany,Lead
7500,58,Graduation,Single,79146.00,2,2014-04-24,Spain,Lead
2724,44,Master,Single,36143.00,1,2014-03-30,Spain,Lead
2256,52,Master,Married,27159.00,2,2014-03-29,Spain,Lead
1100,65,Master,Together,41275.00,3,2014-03-24,Canada,Lead
7725,60,2n Cycle,Married,76800.00,0,2014-03-08,India,Lead
2612,38,Graduation,Married,75794.00,0,2013-12-24,Saudi Arabia,Customer
113,74,Graduation,Married,30833.00,2,2013-07-16,Spain,Lead
2868,76,PhD,Single,26518.00,2,2013-04-08,USA,Lead
4216,44,Graduation,Single,91065.00,0,2013-02-22,Spain,Customer
199,63,Master,Single,45183.00,0,2013-01-20,Canada,Lead
359,75,Graduation,Together,48070.00,1,2013-01-13,Spain,Lead
8842,54,Graduation,Widow,30372.00,2,2012-12-25,Spain,Lead
2154,54,Graduation,Widow,30372.00,2,2012-12-25,Spain,Lead
6050,50,2n Cycle,Married,57036.00,1,2012-12-11,India,Customer
9204,55,Graduation,Widow,66731.00,1,2012-09-12,Spain,Customer
4472,55,PhD,Divorced,35682.00,1,2014-06-27,Australia,Lead
6864,36,Master,Divorced,10979.00,0,2014-05-22,Australia,Lead
10617,36,Master,Divorced,10979.00,0,2014-05-22,Spain,Lead
3924,60,PhD,Divorced,57912.00,1,2014-03-17,Saudi Arabia,Lead
5654,53,Graduation,Married,36026.00,3,2014-03-16,Australia,Lead
9216,54,Graduation,Married,35788.00,2,2014-01-23,Canada,Lead
8086,66,Graduation,Married,42243.00,2,2013-12-11,Saudi Arabia,Lead
9097,69,Graduation,Divorced,46086.00,1,2013-11-03,Spain,Lead
7631,47,Master,Together,61346.00,1,2013-10-06,India,Lead
