campaign_id,contact_id,campaign_name,sends,opens,clicks,send_date
3,2811,Campaign_3,1,1,0,2014-04-27
4,2811,Campaign_4,1,1,0,2014-04-21
5,2811,Campaign_5,1,1,0,2014-04-23
6,2811,Final_Response,1,1,0,2014-04-16
1,9150,Campaign_1,1,1,0,2014-04-23
2,9150,Campaign_2,1,1,0,2014-04-28
3,9150,Campaign_3,1,1,0,2014-05-01
4,9150,Campaign_4,1,1,0,2014-04-16
5,9150,Campaign_5,1,1,0,2014-04-29
6,9150,Final_Response,1,1,0,2014-04-30
1,10127,Campaign_1,1,1,0,2014-04-26
2,10127,Campaign_2,1,1,0,2014-04-10
3,10127,Campaign_3,1,1,0,2014-04-16
4,10127,Campaign_4,1,1,0,2014-04-13
5,10127,Campaign_5,1,1,0,2014-04-18
6,10127,Final_Response,1,1,0,2014-04-17
1,5493,Campaign_1,1,1,1,2014-04-02
2,5493,Campaign_2,1,1,0,2014-03-24
3,5493,Campaign_3,1,1,0,2014-04-05
4,5493,Campaign_4,1,1,0,2014-03-26
5,5493,Campaign_5,1,1,0,2014-03-23
6,5493,Final_Response,1,1,0,2014-03-30
1,2666,Campaign_1,1,1,0,2014-02-14
2,2666,Campaign_2,1,1,1,2014-02-07
3,2666,Campaign_3,1,1,0,2014-02-09
4,2666,Campaign_4,1,1,0,2014-02-11
5,2666,Campaign_5,1,1,0,2014-02-16
6,2666,Final_Response,1,1,0,2014-02-14
1,10099,Campaign_1,1,1,0,2013-10-16
2,10099,Campaign_2,1,1,0,2013-10-18
3,10099,Campaign_3,1,1,0,2013-10-08
4,10099,Campaign_4,1,1,0,2013-10-22
5,10099,Campaign_5,1,1,0,2013-10-12
6,10099,Final_Response,1,1,0,2013-10-05
1,10562,Campaign_1,1,1,0,2013-10-09
2,10562,Campaign_2,1,1,0,2013-10-09
3,10562,Campaign_3,1,1,0,2013-10-17
4,10562,Campaign_4,1,1,0,2013-10-11
5,10562,Campaign_5,1,1,0,2013-10-15
6,10562,Final_Response,1,1,0,2013-10-04
1,7881,Campaign_1,1,1,0,2013-10-10
2,7881,Campaign_2,1,1,0,2013-10-08
3,7881,Campaign_3,1,1,0,2013-10-14
4,7881,Campaign_4,1,1,0,2013-10-18
5,7881,Campaign_5,1,1,0,2013-10-16
6,7881,Final_Response,1,1,0,2013-10-15
1,6721,Campaign_1,1,1,0,2013-08-08
2,6721,Campaign_2,1,1,0,2013-08-10
3,6721,Campaign_3,1,1,0,2013-08-13
4,6721,Campaign_4,1,1,0,2013-08-18
5,6721,Campaign_5,1,1,0,2013-08-09
6,6721,Final_Response,1,1,0,2013-08-08
1,5204,Campaign_1,1,1,0,2013-07-12
2,5204,Campaign_2,1,1,0,2013-07-17
3,5204,Campaign_3,1,1,1,2013-07-16
4,5204,Campaign_4,1,1,0,2013-07-14
5,5204,Campaign_5,1,1,0,2013-06-29
6,5204,Final_Response,1,1,1,2013-07-10
1,5209,Campaign_1,1,1,0,2013-06-20
2,5209,Campaign_2,1,1,0,2013-06-26
3,5209,Campaign_3,1,1,0,2013-07-05
4,5209,Campaign_4,1,1,0,2013-06-21
5,5209,Campaign_5,1,1,0,2013-06-18
6,5209,Final_Response,1,1,0,2013-07-07
1,10128,Campaign_1,1,1,0,2013-06-23
2,10128,Campaign_2,1,1,0,2013-06-28
3,10128,Campaign_3,1,1,0,2013-06-14
4,10128,Campaign_4,1,1,0,2013-06-16
5,10128,Campaign_5,1,1,0,2013-06-28
6,10128,Final_Response,1,1,0,2013-06-20
1,9284,Campaign_1,1,1,0,2013-06-12
2,9284,Campaign_2,1,1,0,2013-06-24
3,9284,Campaign_3,1,1,0,2013-06-23
4,9284,Campaign_4,1,1,0,2013-06-18
5,9284,Campaign_5,1,1,0,2013-06-22
6,9284,Final_Response,1,1,0,2013-06-11
1,8643,Campaign_1,1,1,0,2013-06-02
2,8643,Campaign_2,1,1,0,2013-05-28
3,8643,Campaign_3,1,1,0,2013-06-13
4,8643,Campaign_4,1,1,0,2013-06-15
5,8643,Campaign_5,1,1,0,2013-06-13
6,8643,Final_Response,1,1,0,2013-06-10
1,1685,Campaign_1,1,1,0,2013-03-21
2,1685,Campaign_2,1,1,1,2013-04-01
3,1685,Campaign_3,1,1,0,2013-03-18
4,1685,Campaign_4,1,1,0,2013-03-30
5,1685,Campaign_5,1,1,0,2013-03-25
6,1685,Final_Response,1,1,0,2013-04-05
1,2877,Campaign_1,1,1,0,2013-02-05
2,2877,Campaign_2,1,1,0,2013-02-10
3,2877,Campaign_3,1,1,0,2013-01-25
4,2877,Campaign_4,1,1,0,2013-02-01
5,2877,Campaign_5,1,1,0,2013-02-01
6,2877,Final_Response,1,1,0,2013-02-02
1,8369,Campaign_1,1,1,0,2012-11-09
2,8369,Campaign_2,1,1,0,2012-11-16
3,8369,Campaign_3,1,1,0,2012-11-14
4,8369,Campaign_4,1,1,0,2012-11-27
5,8369,Campaign_5,1,1,0,2012-11-27
6,8369,Final_Response,1,1,0,2012-11-17
1,6233,Campaign_1,1,1,0,2012-09-11
2,6233,Campaign_2,1,1,0,2012-09-14
3,6233,Campaign_3,1,1,0,2012-09-12
4,6233,Campaign_4,1,1,0,2012-09-26
5,6233,Campaign_5,1,1,0,2012-09-12
6,6233,Final_Response,1,1,0,2012-09-14
1,195,Campaign_1,1,1,1,2012-08-31
2,195,Campaign_2,1,1,0,2012-09-05
3,195,Campaign_3,1,1,0,2012-09-04
4,195,Campaign_4,1,1,0,2012-09-15
5,195,Campaign_5,1,1,0,2012-08-30
6,195,Final_Response,1,1,1,2012-08-27
1,1501,Campaign_1,1,0,0,2012-08-09
2,1501,Campaign_2,1,0,0,2012-08-18
3,1501,Campaign_3,1,0,0,2012-08-20
4,1501,Campaign_4,1,0,0,2012-08-10
5,1501,Campaign_5,1,0,0,2012-08-21
6,1501,Final_Response,1,0,0,2012-08-06
1,10846,Campaign_1,1,1,1,2014-06-18
2,10846,Campaign_2,1,1,0,2014-06-13
3,10846,Campaign_3,1,1,0,2014-06-10
4,10846,Campaign_4,1,1,0,2014-06-07
5,10846,Campaign_5,1,1,0,2014-06-15
6,10846,Final_Response,1,1,0,2014-06-16
1,8341,Campaign_1,1,1,1,2014-05-08
2,8341,Campaign_2,1,1,0,2014-05-13
3,8341,Campaign_3,1,1,0,2014-05-04
4,8341,Campaign_4,1,1,0,2014-05-06
5,8341,Campaign_5,1,1,0,2014-05-20
6,8341,Final_Response,1,1,1,2014-05-21
1,10766,Campaign_1,1,1,0,2014-04-30
2,10766,Campaign_2,1,1,0,2014-04-13
3,10766,Campaign_3,1,1,0,2014-04-30
4,10766,Campaign_4,1,1,0,2014-04-17
5,10766,Campaign_5,1,1,0,2014-04-21
6,10766,Final_Response,1,1,0,2014-04-14
1,9971,Campaign_1,1,1,0,2014-04-18
2,9971,Campaign_2,1,1,0,2014-04-24
3,9971,Campaign_3,1,1,0,2014-04-26
4,9971,Campaign_4,1,1,0,2014-04-11
5,9971,Campaign_5,1,1,0,2014-04-13
6,9971,Final_Response,1,1,0,2014-04-30
1,1740,Campaign_1,1,1,0,2014-04-09
2,1740,Campaign_2,1,1,1,2014-04-24
3,1740,Campaign_3,1,1,0,2014-04-24
4,1740,Campaign_4,1,1,0,2014-04-20
5,1740,Campaign_5,1,1,0,2014-04-26
6,1740,Final_Response,1,1,0,2014-04-22
1,8737,Campaign_1,1,1,0,2014-04-07
2,8737,Campaign_2,1,1,0,2014-04-25
3,8737,Campaign_3,1,1,0,2014-04-20
4,8737,Campaign_4,1,1,0,2014-04-15
5,8737,Campaign_5,1,1,0,2014-04-16
6,8737,Final_Response,1,1,0,2014-04-25
1,6466,Campaign_1,1,1,0,2014-03-16
2,6466,Campaign_2,1,1,0,2014-03-15
3,6466,Campaign_3,1,1,0,2014-03-17
4,6466,Campaign_4,1,1,0,2014-03-16
5,6466,Campaign_5,1,1,0,2014-03-15
6,6466,Final_Response,1,1,0,2014-03-28
1,10430,Campaign_1,1,1,0,2013-10-23
2,10430,Campaign_2,1,1,1,2013-10-13
3,10430,Campaign_3,1,1,1,2013-10-12
4,10430,Campaign_4,1,1,1,2013-10-26
5,10430,Campaign_5,1,1,0,2013-10-10
6,10430,Final_Response,1,1,0,2013-10-30
1,8773,Campaign_1,1,1,0,2013-07-03
2,8773,Campaign_2,1,1,1,2013-07-11
3,8773,Campaign_3,1,1,0,2013-07-01
4,8773,Campaign_4,1,1,0,2013-06-28
5,8773,Campaign_5,1,1,0,2013-06-27
6,8773,Final_Response,1,1,0,2013-07-11
1,2371,Campaign_1,1,1,0,2013-05-04
2,2371,Campaign_2,1,1,0,2013-05-01
3,2371,Campaign_3,1,1,0,2013-04-30
4,2371,Campaign_4,1,1,0,2013-05-01
5,2371,Campaign_5,1,1,0,2013-04-13
6,2371,Final_Response,1,1,0,2013-05-04
1,7786,Campaign_1,1,1,0,2013-03-04
2,7786,Campaign_2,1,1,0,2013-03-05
3,7786,Campaign_3,1,1,0,2013-02-24
4,7786,Campaign_4,1,1,0,2013-02-17
5,7786,Campaign_5,1,1,0,2013-02-16
6,7786,Final_Response,1,1,0,2013-02-21
1,4088,Campaign_1,1,1,0,2012-12-10
2,4088,Campaign_2,1,1,0,2012-12-06
3,4088,Campaign_3,1,1,0,2012-12-18
4,4088,Campaign_4,1,1,0,2012-12-21
5,4088,Campaign_5,1,1,0,2012-12-13
6,4088,Final_Response,1,1,0,2012-12-23
1,4971,Campaign_1,1,1,0,2012-12-20
2,4971,Campaign_2,1,1,0,2012-12-09
3,4971,Campaign_3,1,1,0,2012-12-18
4,4971,Campaign_4,1,1,0,2012-12-23
5,4971,Campaign_5,1,1,0,2012-12-18
6,4971,Final_Response,1,1,0,2012-12-26
1,10560,Campaign_1,1,1,0,2014-07-07
2,10560,Campaign_2,1,1,0,2014-06-18
3,10560,Campaign_3,1,1,0,2014-06-28
4,10560,Campaign_4,1,1,0,2014-07-04
5,10560,Campaign_5,1,1,0,2014-06-21
6,10560,Final_Response,1,1,0,2014-07-04
1,6892,Campaign_1,1,1,0,2014-06-07
2,6892,Campaign_2,1,1,1,2014-06-25
3,6892,Campaign_3,1,1,0,2014-06-08
4,6892,Campaign_4,1,1,1,2014-06-07
5,6892,Campaign_5,1,1,0,2014-06-09
6,6892,Final_Response,1,1,0,2014-06-23
1,11004,Campaign_1,1,1,0,2014-06-05
2,11004,Campaign_2,1,1,0,2014-05-21
3,11004,Campaign_3,1,1,0,2014-05-28
4,11004,Campaign_4,1,1,0,2014-05-17
5,11004,Campaign_5,1,1,0,2014-06-05
6,11004,Final_Response,1,1,0,2014-05-17
1,1818,Campaign_1,1,1,0,2014-04-05
2,1818,Campaign_2,1,1,0,2014-04-05
3,1818,Campaign_3,1,1,0,2014-04-11
4,1818,Campaign_4,1,1,0,2014-04-07
5,1818,Campaign_5,1,1,0,2014-04-09
6,1818,Final_Response,1,1,0,2014-04-13
1,9485,Campaign_1,1,1,0,2014-03-10
2,9485,Campaign_2,1,1,0,2014-03-24
3,9485,Campaign_3,1,1,0,2014-03-16
4,9485,Campaign_4,1,1,0,2014-03-12
5,9485,Campaign_5,1,1,0,2014-03-15
6,9485,Final_Response,1,1,0,2014-03-30
1,6646,Campaign_1,1,1,0,2014-03-21
2,6646,Campaign_2,1,1,0,2014-03-20
3,6646,Campaign_3,1,1,0,2014-03-20
4,6646,Campaign_4,1,1,0,2014-03-02
5,6646,Campaign_5,1,1,0,2014-03-19
6,6646,Final_Response,1,1,0,2014-03-10
1,4248,Campaign_1,1,1,0,2014-03-07
2,4248,Campaign_2,1,1,1,2014-03-07
3,4248,Campaign_3,1,1,0,2014-02-18
4,4248,Campaign_4,1,1,0,2014-03-06
5,4248,Campaign_5,1,1,0,2014-02-28
6,4248,Final_Response,1,1,0,2014-02-22
1,7451,Campaign_1,1,1,0,2014-03-08
2,7451,Campaign_2,1,1,1,2014-02-17
3,7451,Campaign_3,1,1,0,2014-03-01
4,7451,Campaign_4,1,1,0,2014-03-08
5,7451,Campaign_5,1,1,0,2014-02-26
6,7451,Final_Response,1,1,0,2014-02-24
1,7861,Campaign_1,1,1,0,2014-02-14
2,7861,Campaign_2,1,1,0,2014-02-21
3,7861,Campaign_3,1,1,0,2014-02-13
4,7861,Campaign_4,1,1,0,2014-02-13
5,7861,Campaign_5,1,1,0,2014-02-24
6,7861,Final_Response,1,1,0,2014-02-11
1,5232,Campaign_1,1,1,0,2014-02-05
2,5232,Campaign_2,1,1,0,2014-02-09
3,5232,Campaign_3,1,1,0,2014-02-10
4,5232,Campaign_4,1,1,0,2014-02-17
5,5232,Campaign_5,1,1,0,2014-02-09
6,5232,Final_Response,1,1,0,2014-02-17
1,3011,Campaign_1,1,1,0,2014-02-04
2,3011,Campaign_2,1,1,0,2014-01-29
3,3011,Campaign_3,1,1,0,2014-02-13
4,3011,Campaign_4,1,1,0,2014-02-14
5,3011,Campaign_5,1,1,0,2014-02-17
6,3011,Final_Response,1,1,0,2014-01-31
1,5758,Campaign_1,1,1,1,2014-01-17
2,5758,Campaign_2,1,1,0,2014-01-22
3,5758,Campaign_3,1,1,1,2014-01-28
4,5758,Campaign_4,1,1,1,2014-02-03
5,5758,Campaign_5,1,1,1,2014-02-05
6,5758,Final_Response,1,1,1,2014-01-20
1,2173,Campaign_1,1,1,0,2013-10-28
2,2173,Campaign_2,1,1,0,2013-10-27
3,2173,Campaign_3,1,1,0,2013-10-21
4,2173,Campaign_4,1,1,0,2013-10-26
5,2173,Campaign_5,1,1,0,2013-11-04
6,2173,Final_Response,1,1,0,2013-11-07
1,10711,Campaign_1,1,1,0,2013-10-23
2,10711,Campaign_2,1,1,0,2013-10-11
3,10711,Campaign_3,1,1,0,2013-10-11
4,10711,Campaign_4,1,1,0,2013-10-20
5,10711,Campaign_5,1,1,0,2013-10-11
6,10711,Final_Response,1,1,0,2013-10-22
1,8268,Campaign_1,1,1,0,2013-07-24
2,8268,Campaign_2,1,1,0,2013-07-23
3,8268,Campaign_3,1,1,0,2013-07-20
4,8268,Campaign_4,1,1,0,2013-07-20
5,8268,Campaign_5,1,1,0,2013-07-30
6,8268,Final_Response,1,1,0,2013-07-24
1,2782,Campaign_1,1,1,0,2013-07-23
2,2782,Campaign_2,1,1,0,2013-07-23
3,2782,Campaign_3,1,1,0,2013-07-23
4,2782,Campaign_4,1,1,0,2013-07-24
5,2782,Campaign_5,1,1,0,2013-07-27
6,2782,Final_Response,1,1,0,2013-07-16
1,9432,Campaign_1,1,1,0,2013-06-11
2,9432,Campaign_2,1,1,0,2013-06-04
3,9432,Campaign_3,1,1,0,2013-06-05
4,9432,Campaign_4,1,1,0,2013-06-04
5,9432,Campaign_5,1,1,0,2013-06-19
6,9432,Final_Response,1,1,0,2013-06-16
1,5872,Campaign_1,1,1,0,2013-06-21
2,5872,Campaign_2,1,1,0,2013-06-11
3,5872,Campaign_3,1,1,0,2013-06-15
4,5872,Campaign_4,1,1,0,2013-06-18
5,5872,Campaign_5,1,1,0,2013-06-04
6,5872,Final_Response,1,1,0,2013-06-09
1,11187,Campaign_1,1,1,0,2013-06-07
2,11187,Campaign_2,1,1,0,2013-05-26
3,11187,Campaign_3,1,1,0,2013-06-09
4,11187,Campaign_4,1,1,0,2013-05-30
5,11187,Campaign_5,1,1,0,2013-05-23
6,11187,Final_Response,1,1,0,2013-05-28
1,2428,Campaign_1,1,1,0,2013-05-09
2,2428,Campaign_2,1,1,0,2013-05-06
3,2428,Campaign_3,1,1,0,2013-05-19
4,2428,Campaign_4,1,1,0,2013-05-08
5,2428,Campaign_5,1,1,0,2013-05-18
6,2428,Final_Response,1,1,0,2013-05-18
1,1726,Campaign_1,1,1,1,2013-04-02
2,1726,Campaign_2,1,1,0,2013-04-06
3,1726,Campaign_3,1,1,0,2013-03-27
4,1726,Campaign_4,1,1,0,2013-04-07
5,1726,Campaign_5,1,1,0,2013-03-24
6,1726,Final_Response,1,1,1,2013-03-24
1,1802,Campaign_1,1,1,0,2013-02-01
2,1802,Campaign_2,1,1,0,2013-02-04
3,1802,Campaign_3,1,1,0,2013-01-29
4,1802,Campaign_4,1,1,0,2013-01-29
5,1802,Campaign_5,1,1,0,2013-01-20
6,1802,Final_Response,1,1,0,2013-01-29
1,1162,Campaign_1,1,1,0,2013-01-24
2,1162,Campaign_2,1,1,0,2013-01-12
3,1162,Campaign_3,1,1,0,2013-01-23
4,1162,Campaign_4,1,1,0,2013-01-11
5,1162,Campaign_5,1,1,0,2013-01-13
6,1162,Final_Response,1,1,1,2013-01-21
1,10643,Campaign_1,1,1,0,2013-02-01
2,10643,Campaign_2,1,1,0,2013-01-30
3,10643,Campaign_3,1,1,0,2013-01-12
4,10643,Campaign_4,1,1,0,2013-01-11
5,10643,Campaign_5,1,1,0,2013-02-01
6,10643,Final_Response,1,1,1,2013-01-22
1,11112,Campaign_1,1,1,0,2012-12-21
2,11112,Campaign_2,1,1,0,2012-12-18
3,11112,Campaign_3,1,1,0,2012-12-05
4,11112,Campaign_4,1,1,0,2012-12-19
5,11112,Campaign_5,1,1,0,2012-12-08
6,11112,Final_Response,1,1,0,2012-12-24
1,2114,Campaign_1,1,1,0,2012-12-04
2,2114,Campaign_2,1,1,0,2012-12-16
3,2114,Campaign_3,1,1,1,2012-12-08
4,2114,Campaign_4,1,1,1,2012-11-28
5,2114,Campaign_5,1,1,0,2012-11-25
6,2114,Final_Response,1,1,1,2012-11-29
1,4261,Campaign_1,1,1,0,2012-12-04
2,4261,Campaign_2,1,1,0,2012-12-03
3,4261,Campaign_3,1,1,1,2012-11-26
4,4261,Campaign_4,1,1,1,2012-11-29
5,4261,Campaign_5,1,1,0,2012-12-12
6,4261,Final_Response,1,1,1,2012-12-07
1,2457,Campaign_1,1,1,0,2012-11-05
2,2457,Campaign_2,1,1,0,2012-10-31
3,2457,Campaign_3,1,1,0,2012-10-27
4,2457,Campaign_4,1,1,0,2012-10-30
5,2457,Campaign_5,1,1,0,2012-10-31
6,2457,Final_Response,1,1,0,2012-11-06
1,2495,Campaign_1,1,1,0,2014-06-24
2,2495,Campaign_2,1,1,0,2014-07-10
3,2495,Campaign_3,1,1,0,2014-06-23
4,2495,Campaign_4,1,1,0,2014-06-23
5,2495,Campaign_5,1,1,0,2014-07-04
6,2495,Final_Response,1,1,0,2014-06-22
1,6983,Campaign_1,1,1,0,2014-05-12
2,6983,Campaign_2,1,1,0,2014-05-10
3,6983,Campaign_3,1,1,0,2014-05-19
4,6983,Campaign_4,1,1,0,2014-05-19
5,6983,Campaign_5,1,1,0,2014-05-24
6,6983,Final_Response,1,1,0,2014-05-10
1,3436,Campaign_1,1,1,0,2014-01-30
2,3436,Campaign_2,1,1,0,2014-02-05
3,3436,Campaign_3,1,1,0,2014-01-28
4,3436,Campaign_4,1,1,0,2014-01-27
5,3436,Campaign_5,1,1,0,2014-02-18
6,3436,Final_Response,1,1,0,2014-01-28
1,7505,Campaign_1,1,1,0,2014-02-02
2,7505,Campaign_2,1,1,0,2014-02-08
3,7505,Campaign_3,1,1,0,2014-02-06
4,7505,Campaign_4,1,1,0,2014-02-08
5,7505,Campaign_5,1,1,0,2014-02-04
6,7505,Final_Response,1,1,0,2014-01-27
1,4286,Campaign_1,1,1,1,2014-01-28
2,4286,Campaign_2,1,1,0,2014-01-28
3,4286,Campaign_3,1,1,0,2014-01-30
4,4286,Campaign_4,1,1,0,2014-01-31
5,4286,Campaign_5,1,1,0,2014-01-14
6,4286,Final_Response,1,1,0,2014-01-31
1,7224,Campaign_1,1,1,0,2013-12-29
2,7224,Campaign_2,1,1,0,2014-01-08
3,7224,Campaign_3,1,1,0,2013-12-29
4,7224,Campaign_4,1,1,0,2014-01-14
5,7224,Campaign_5,1,1,0,2014-01-20
6,7224,Final_Response,1,1,0,2014-01-14
1,6215,Campaign_1,1,1,0,2013-12-30
2,6215,Campaign_2,1,1,0,2014-01-02
3,6215,Campaign_3,1,1,0,2014-01-14
4,6215,Campaign_4,1,1,0,2013-12-29
5,6215,Campaign_5,1,1,0,2014-01-21
6,6215,Final_Response,1,1,1,2014-01-03
1,968,Campaign_1,1,1,0,2014-01-08
2,968,Campaign_2,1,1,0,2014-01-08
3,968,Campaign_3,1,1,0,2014-01-06
4,968,Campaign_4,1,1,0,2014-01-17
5,968,Campaign_5,1,1,0,2013-12-29
6,968,Final_Response,1,1,0,2014-01-15
1,4096,Campaign_1,1,1,0,2013-12-29
2,4096,Campaign_2,1,1,0,2014-01-02
3,4096,Campaign_3,1,1,0,2013-12-31
4,4096,Campaign_4,1,1,0,2013-12-30
5,4096,Campaign_5,1,1,0,2014-01-13
6,4096,Final_Response,1,1,0,2014-01-16
1,3153,Campaign_1,1,1,0,2013-12-10
2,3153,Campaign_2,1,1,0,2013-12-22
3,3153,Campaign_3,1,1,0,2013-12-24
4,3153,Campaign_4,1,1,0,2013-12-31
5,3153,Campaign_5,1,1,0,2013-12-24
6,3153,Final_Response,1,1,0,2013-12-28
1,6504,Campaign_1,1,1,1,2013-12-04
2,6504,Campaign_2,1,1,0,2013-12-07
3,6504,Campaign_3,1,1,0,2013-12-08
4,6504,Campaign_4,1,1,0,2013-12-10
5,6504,Campaign_5,1,1,0,2013-12-09
6,6504,Final_Response,1,1,0,2013-11-28
1,5329,Campaign_1,1,1,0,2013-10-02
2,5329,Campaign_2,1,1,0,2013-10-15
3,5329,Campaign_3,1,1,0,2013-10-02
4,5329,Campaign_4,1,1,0,2013-10-03
5,5329,Campaign_5,1,1,0,2013-10-15
6,5329,Final_Response,1,1,0,2013-10-15
1,1175,Campaign_1,1,1,1,2013-10-01
2,1175,Campaign_2,1,1,0,2013-09-24
3,1175,Campaign_3,1,1,0,2013-09-24
4,1175,Campaign_4,1,1,0,2013-09-27
5,1175,Campaign_5,1,1,0,2013-10-08
6,1175,Final_Response,1,1,1,2013-10-04
1,1377,Campaign_1,1,1,0,2013-09-19
2,1377,Campaign_2,1,1,0,2013-09-15
3,1377,Campaign_3,1,1,0,2013-09-23
4,1377,Campaign_4,1,1,0,2013-09-14
5,1377,Campaign_5,1,1,0,2013-09-08
6,1377,Final_Response,1,1,0,2013-09-14
1,4607,Campaign_1,1,1,0,2013-08-30
2,4607,Campaign_2,1,1,0,2013-08-23
3,4607,Campaign_3,1,1,0,2013-09-02
4,4607,Campaign_4,1,1,0,2013-08-23
5,4607,Campaign_5,1,1,0,2013-08-23
6,4607,Final_Response,1,1,0,2013-08-26
1,4944,Campaign_1,1,1,0,2013-09-07
2,4944,Campaign_2,1,1,0,2013-09-01
3,4944,Campaign_3,1,1,0,2013-09-07
4,4944,Campaign_4,1,1,0,2013-09-12
5,4944,Campaign_5,1,1,0,2013-09-12
6,4944,Final_Response,1,1,0,2013-09-14
1,9483,Campaign_1,1,1,0,2013-08-26
2,9483,Campaign_2,1,1,0,2013-08-22
3,9483,Campaign_3,1,1,0,2013-08-30
4,9483,Campaign_4,1,1,0,2013-08-21
5,9483,Campaign_5,1,1,0,2013-08-22
6,9483,Final_Response,1,1,0,2013-09-07
1,1378,Campaign_1,1,1,0,2013-08-09
2,1378,Campaign_2,1,1,0,2013-07-30
3,1378,Campaign_3,1,1,0,2013-07-27
4,1378,Campaign_4,1,1,0,2013-08-08
5,1378,Campaign_5,1,1,0,2013-08-15
6,1378,Final_Response,1,1,0,2013-07-27
1,5991,Campaign_1,1,1,0,2013-06-12
2,5991,Campaign_2,1,1,0,2013-06-21
3,5991,Campaign_3,1,1,0,2013-06-28
4,5991,Campaign_4,1,1,0,2013-06-27
5,5991,Campaign_5,1,1,0,2013-06-19
6,5991,Final_Response,1,1,0,2013-06-24
1,2807,Campaign_1,1,1,0,2013-03-04
2,2807,Campaign_2,1,1,0,2013-03-02
3,2807,Campaign_3,1,1,0,2013-03-05
4,2807,Campaign_4,1,1,0,2013-02-17
5,2807,Campaign_5,1,1,0,2013-02-23
6,2807,Final_Response,1,1,0,2013-03-05
1,1052,Campaign_1,1,1,0,2013-03-07
2,1052,Campaign_2,1,1,0,2013-02-16
3,1052,Campaign_3,1,1,0,2013-03-08
4,1052,Campaign_4,1,1,0,2013-03-02
5,1052,Campaign_5,1,1,0,2013-02-22
6,1052,Final_Response,1,1,0,2013-02-22
1,9760,Campaign_1,1,1,0,2013-02-14
2,9760,Campaign_2,1,1,0,2013-02-05
3,9760,Campaign_3,1,1,0,2013-02-13
4,9760,Campaign_4,1,1,0,2013-02-12
5,9760,Campaign_5,1,1,0,2013-02-08
6,9760,Final_Response,1,1,1,2013-01-30
1,7101,Campaign_1,1,1,0,2013-01-28
2,7101,Campaign_2,1,1,0,2013-02-16
3,7101,Campaign_3,1,1,0,2013-01-27
4,7101,Campaign_4,1,1,0,2013-01-28
5,7101,Campaign_5,1,1,0,2013-02-03
6,7101,Final_Response,1,1,0,2013-02-07
1,9909,Campaign_1,1,1,0,2012-11-21
2,9909,Campaign_2,1,1,0,2012-11-22
3,9909,Campaign_3,1,1,0,2012-11-27
4,9909,Campaign_4,1,1,0,2012-11-27
5,9909,Campaign_5,1,1,0,2012-11-19
6,9909,Final_Response,1,1,1,2012-11-15
1,5907,Campaign_1,1,1,0,2012-11-11
2,5907,Campaign_2,1,1,0,2012-11-10
3,5907,Campaign_3,1,1,0,2012-11-15
4,5907,Campaign_4,1,1,0,2012-11-24
5,5907,Campaign_5,1,1,0,2012-11-09
6,5907,Final_Response,1,1,0,2012-11-20
1,793,Campaign_1,1,1,0,2012-10-25
2,793,Campaign_2,1,1,0,2012-10-21
3,793,Campaign_3,1,1,0,2012-10-16
4,793,Campaign_4,1,1,0,2012-10-09
5,793,Campaign_5,1,1,0,2012-10-18
6,793,Final_Response,1,1,0,2012-10-29
1,8832,Campaign_1,1,1,0,2012-09-24
2,8832,Campaign_2,1,1,0,2012-09-14
3,8832,Campaign_3,1,1,0,2012-09-30
4,8832,Campaign_4,1,1,0,2012-09-23
5,8832,Campaign_5,1,1,0,2012-09-25
6,8832,Final_Response,1,1,0,2012-09-18
1,2535,Campaign_1,1,1,0,2012-08-18
2,2535,Campaign_2,1,1,1,2012-08-22
3,2535,Campaign_3,1,1,1,2012-08-22
4,2535,Campaign_4,1,1,1,2012-08-27
5,2535,Campaign_5,1,1,0,2012-09-01
6,2535,Final_Response,1,1,1,2012-08-31
1,1523,Campaign_1,1,1,0,2014-05-07
2,1523,Campaign_2,1,1,0,2014-05-29
3,1523,Campaign_3,1,1,0,2014-05-25
4,1523,Campaign_4,1,1,0,2014-05-30
5,1523,Campaign_5,1,1,0,2014-05-22
6,1523,Final_Response,1,1,0,2014-05-08
1,1839,Campaign_1,1,1,0,2014-04-28
2,1839,Campaign_2,1,1,0,2014-05-03
3,1839,Campaign_3,1,1,0,2014-04-30
4,1839,Campaign_4,1,1,0,2014-04-21
5,1839,Campaign_5,1,1,0,2014-04-29
6,1839,Final_Response,1,1,0,2014-05-15
1,9972,Campaign_1,1,1,1,2014-04-13
2,9972,Campaign_2,1,1,0,2014-04-15
3,9972,Campaign_3,1,1,0,2014-04-17
4,9972,Campaign_4,1,1,0,2014-04-14
5,9972,Campaign_5,1,1,1,2014-04-14
6,9972,Final_Response,1,1,0,2014-04-20
1,2945,Campaign_1,1,1,1,2014-04-22
2,2945,Campaign_2,1,1,0,2014-05-06
3,2945,Campaign_3,1,1,0,2014-04-22
4,2945,Campaign_4,1,1,0,2014-05-02
5,2945,Campaign_5,1,1,1,2014-05-07
6,2945,Final_Response,1,1,0,2014-04-23
1,9291,Campaign_1,1,1,0,2014-04-01
2,9291,Campaign_2,1,1,0,2014-04-04
3,9291,Campaign_3,1,1,0,2014-03-24
4,9291,Campaign_4,1,1,0,2014-04-02
5,9291,Campaign_5,1,1,0,2014-03-31
6,9291,Final_Response,1,1,0,2014-04-10
1,2829,Campaign_1,1,1,0,2014-03-18
